time (sec)	X tilt (m/s^2)	Y tilt (m/s^2)	Z tilt (m/s^2)
68.7091	-3.50991	-9.28582	-0.233505
68.7191	-3.50131	-9.29074	-0.22031
68.7291	-3.49247	-9.29577	-0.207145
68.7391	-3.48341	-9.30088	-0.194008
68.7491	-3.47413	-9.3061	-0.180896
68.7591	-3.46463	-9.31142	-0.167812
68.7692	-3.45492	-9.31683	-0.154755
68.7792	-3.44498	-9.32235	-0.141724
68.7892	-3.43483	-9.32797	-0.128721
68.7992	-3.42448	-9.33369	-0.115744
68.8092	-3.41392	-9.3395	-0.102795
68.8192	-3.40316	-9.34541	-0.0898735
68.8292	-3.3922	-9.35142	-0.0769819
68.8392	-3.38104	-9.35752	-0.0641191
68.8492	-3.36968	-9.36372	-0.0512869
68.8593	-3.35815	-9.37	-0.0384881
68.8693	-3.34644	-9.37637	-0.0257232
68.8793	-3.33455	-9.38283	-0.0129971
68.8893	-3.32248	-9.38936	-0.000307774
68.8993	-3.31024	-9.39598	0.0123394
68.9093	-3.29784	-9.40267	0.0249407
68.9193	-3.28528	-9.40943	0.0374944
68.9293	-3.27255	-9.41626	0.0499977
68.9394	-3.25968	-9.42315	0.0624482
68.9494	-3.24665	-9.4301	0.0748428
68.9594	-3.23347	-9.4371	0.0871759
68.9694	-3.22016	-9.44415	0.0994439
68.9794	-3.2067	-9.45125	0.111643
68.9894	-3.19312	-9.45838	0.123771
68.9994	-3.17941	-9.46554	0.13582
69.0094	-3.16558	-9.47273	0.147787
69.0194	-3.15163	-9.47995	0.159667
69.0295	-3.13757	-9.48718	0.171455
69.0395	-3.1234	-9.49441	0.183145
69.0495	-3.10913	-9.50166	0.194732
69.0595	-3.09477	-9.50889	0.20621
69.0695	-3.08031	-9.51613	0.217572
69.0795	-3.06576	-9.52335	0.228813
69.0895	-3.05113	-9.53054	0.239926
69.0995	-3.03642	-9.53772	0.250905
69.1095	-3.02164	-9.54486	0.261743
69.1196	-3.00679	-9.55196	0.272432
69.1296	-2.99188	-9.55901	0.282967
69.1396	-2.9769	-9.56602	0.293339
69.1496	-2.96187	-9.57297	0.303542
69.1596	-2.94678	-9.57986	0.31357
69.1696	-2.93164	-9.58667	0.323415
69.1796	-2.91646	-9.59342	0.333066
69.1896	-2.90124	-9.60009	0.342518
69.1997	-2.88598	-9.60667	0.351761
69.2097	-2.87068	-9.61316	0.360789
69.2197	-2.85534	-9.61956	0.369593
69.2297	-2.83997	-9.62585	0.378166
69.2397	-2.82457	-9.63204	0.386499
69.2497	-2.80915	-9.63812	0.394585
69.2597	-2.79369	-9.64409	0.402414
69.2697	-2.7782	-9.64994	0.409978
69.2797	-2.76269	-9.65566	0.417265
69.2898	-2.74715	-9.66126	0.424277
69.2998	-2.73159	-9.66673	0.431001
69.3098	-2.71599	-9.67206	0.437431
69.3198	-2.70037	-9.67726	0.443556
69.3298	-2.68471	-9.68232	0.449371
69.3398	-2.66903	-9.68724	0.454872
69.3498	-2.6533	-9.69201	0.460049
69.3598	-2.63754	-9.69664	0.464895
69.3698	-2.62173	-9.70112	0.469403
69.3799	-2.60588	-9.70545	0.473567
69.3899	-2.58997	-9.70964	0.47738
69.3999	-2.574	-9.71367	0.480838
69.4099	-2.55797	-9.71755	0.483935
69.4199	-2.54188	-9.72129	0.486666
69.4299	-2.5257	-9.72488	0.489028
69.4399	-2.50945	-9.72831	0.491013
69.4499	-2.4931	-9.7316	0.492622
69.46	-2.47666	-9.73475	0.493848
69.47	-2.46012	-9.73775	0.494689
69.48	-2.44346	-9.7406	0.495142
69.49	-2.42668	-9.74332	0.495206
69.5	-2.40977	-9.74591	0.494881
69.51	-2.39272	-9.74836	0.494165
69.52	-2.37553	-9.75068	0.493058
69.53	-2.35817	-9.75288	0.491561
69.54	-2.34065	-9.75496	0.489674
69.5501	-2.32296	-9.75692	0.4874
69.5601	-2.30508	-9.75877	0.484739
69.5701	-2.28701	-9.76051	0.481695
69.5801	-2.26873	-9.76214	0.478272
69.5901	-2.25025	-9.76368	0.474473
69.6001	-2.23154	-9.76513	0.470304
69.6101	-2.21259	-9.76649	0.46577
69.6201	-2.19341	-9.76777	0.460877
69.6301	-2.17399	-9.76897	0.455631
69.6402	-2.15431	-9.7701	0.450041
69.6502	-2.13436	-9.77117	0.444115
69.6602	-2.11415	-9.77217	0.437861
69.6702	-2.09366	-9.77313	0.43129
69.6802	-2.0729	-9.77403	0.424412
69.6902	-2.05184	-9.77489	0.417238
69.7002	-2.0305	-9.77572	0.409777
69.7102	-2.00886	-9.77651	0.402044
69.7203	-1.98692	-9.77728	0.39405
69.7303	-1.96468	-9.77802	0.385808
69.7403	-1.94214	-9.77875	0.377332
69.7503	-1.9193	-9.77946	0.368635
69.7603	-1.89615	-9.78017	0.359733
69.7703	-1.87269	-9.78087	0.350638
69.7803	-1.84893	-9.78158	0.341363
69.7903	-1.82487	-9.78229	0.331903
69.8003	-1.80051	-9.783	0.322331
69.8104	-1.77586	-9.78373	0.312623
69.8204	-1.75091	-9.78447	0.302812
69.8304	-1.72567	-9.78522	0.292897
69.8404	-1.70015	-9.786	0.282894
69.8504	-1.67436	-9.7868	0.27282
69.8604	-1.64829	-9.78762	0.262691
69.8704	-1.62197	-9.78847	0.252522
69.8804	-1.59539	-9.78935	0.242327
69.8904	-1.56856	-9.79025	0.232124
69.9005	-1.5415	-9.79119	0.221925
69.9105	-1.51422	-9.79215	0.211745
69.9205	-1.48671	-9.79314	0.201596
69.9305	-1.45901	-9.79416	0.191489
69.9405	-1.43111	-9.79522	0.181437
69.9505	-1.40303	-9.7963	0.171459
69.9605	-1.37478	-9.79741	0.161562
69.9705	-1.34637	-9.79854	0.151754
69.9806	-1.31782	-9.79971	0.142045
69.9906	-1.28913	-9.80091	0.132443
70.0006	-1.26033	-9.80213	0.122957
70.0106	-1.23143	-9.80338	0.113595
70.0206	-1.20243	-9.80465	0.104363
70.0306	-1.17335	-9.80594	0.0952672
70.0406	-1.14421	-9.80726	0.086314
70.0506	-1.11501	-9.8086	0.0775092
70.0606	-1.08578	-9.80995	0.0688555
70.0707	-1.05652	-9.81133	0.0603567
70.0807	-1.02725	-9.81272	0.0520166
70.0907	-0.99798	-9.81413	0.0438376
70.1007	-0.968719	-9.81555	0.0358201
70.1107	-0.939482	-9.81698	0.0279655
70.1207	-0.910281	-9.81843	0.0202749
70.1307	-0.881129	-9.81989	0.0127488
70.1407	-0.852036	-9.82136	0.00538655
70.1507	-0.823014	-9.82284	-0.00181315
70.1608	-0.794074	-9.82433	-0.00885306
70.1708	-0.765226	-9.82582	-0.0157345
70.1808	-0.736478	-9.82731	-0.0224565
70.1908	-0.707844	-9.82882	-0.0290222
70.2008	-0.67933	-9.83031	-0.0354342
70.2108	-0.650941	-9.83181	-0.0417176
70.2208	-0.622698	-9.8333	-0.0478358
70.2308	-0.594602	-9.8348	-0.0537997
70.2409	-0.56666	-9.8363	-0.0596123
70.2509	-0.538885	-9.8378	-0.0652909
70.2609	-0.511284	-9.83929	-0.0708344
70.2709	-0.483864	-9.84078	-0.0762443
70.2809	-0.456631	-9.84226	-0.0815257
70.2909	-0.429594	-9.84373	-0.0866767
70.3009	-0.40276	-9.84519	-0.0917038
70.3109	-0.376136	-9.84664	-0.0966082
70.3209	-0.349726	-9.84807	-0.101392
70.331	-0.323538	-9.84949	-0.106058
70.341	-0.297579	-9.85089	-0.110609
70.351	-0.271855	-9.85227	-0.115048
70.361	-0.246373	-9.85364	-0.119376
70.371	-0.221139	-9.85498	-0.123594
70.381	-0.196159	-9.8563	-0.127705
70.391	-0.171439	-9.85759	-0.13171
70.401	-0.146985	-9.85885	-0.135611
70.411	-0.122802	-9.86008	-0.139409
70.4211	-0.0988967	-9.86129	-0.143106
70.4311	-0.0752734	-9.86246	-0.146702
70.4411	-0.0519378	-9.86359	-0.150199
70.4511	-0.028895	-9.86468	-0.153597
70.4611	-0.00615039	-9.86574	-0.156897
70.4711	0.0162908	-9.86675	-0.1601
70.4811	0.0384246	-9.86773	-0.163206
70.4911	0.0602465	-9.86865	-0.166215
70.5011	0.0817519	-9.86954	-0.169128
70.5112	0.102937	-9.87037	-0.171945
70.5212	0.123797	-9.87116	-0.174665
70.5312	0.14433	-9.8719	-0.17729
70.5412	0.164531	-9.87258	-0.179819
70.5512	0.184398	-9.87322	-0.182251
70.5612	0.203928	-9.8738	-0.184587
70.5712	0.223119	-9.87433	-0.186827
70.5812	0.241969	-9.87481	-0.18897
70.5913	0.260476	-9.87523	-0.191016
70.6013	0.278639	-9.87561	-0.192965
70.6113	0.296457	-9.87592	-0.194817
70.6213	0.313929	-9.87619	-0.196571
70.6313	0.331056	-9.8764	-0.198227
70.6413	0.347838	-9.87657	-0.199785
70.6513	0.364276	-9.87668	-0.201243
70.6613	0.380371	-9.87674	-0.202602
70.6713	0.396124	-9.87676	-0.203861
70.6814	0.411538	-9.87673	-0.20502
70.6914	0.426615	-9.87666	-0.206079
70.7014	0.441358	-9.87654	-0.207035
70.7114	0.455769	-9.87638	-0.20789
70.7214	0.469853	-9.87619	-0.208643
70.7314	0.483613	-9.87596	-0.209291
70.7414	0.497055	-9.87569	-0.209836
70.7514	0.510181	-9.87539	-0.210276
70.7614	0.522997	-9.87507	-0.21061
70.7715	0.535508	-9.87472	-0.210839
70.7815	0.547718	-9.87434	-0.21096
70.7915	0.559634	-9.87395	-0.210972
70.8015	0.571261	-9.87353	-0.210876
70.8115	0.582606	-9.87311	-0.210669
70.8215	0.593674	-9.87267	-0.21035
70.8315	0.60447	-9.87222	-0.20993
70.8415	0.615002	-9.87176	-0.209386
70.8516	0.625275	-9.8713	-0.208731
70.8616	0.635296	-9.87084	-0.207951
70.8716	0.645071	-9.87039	-0.207055
70.8816	0.654607	-9.86994	-0.206042
70.8916	0.663908	-9.86949	-0.204912
70.9016	0.672982	-9.86906	-0.203663
70.9116	0.681833	-9.86864	-0.202295
70.9216	0.69047	-9.86823	-0.200807
70.9316	0.698896	-9.86784	-0.199196
70.9417	0.707118	-9.86747	-0.197463
70.9517	0.715142	-9.86711	-0.195609
70.9617	0.722974	-9.86678	-0.193631
70.9717	0.730619	-9.86647	-0.191531
70.9817	0.738082	-9.86619	-0.189309
70.9917	0.745369	-9.86594	-0.186965
71.0017	0.752486	-9.86571	-0.184501
71.0117	0.759436	-9.8655	-0.181915
71.0217	0.766229	-9.86533	-0.179207
71.0318	0.772867	-9.86519	-0.176382
71.0418	0.779355	-9.86507	-0.173439
71.0518	0.785699	-9.86499	-0.170382
71.0618	0.791904	-9.86494	-0.16721
71.0718	0.797974	-9.86492	-0.163931
71.0818	0.803915	-9.86493	-0.160543
71.0918	0.809733	-9.86497	-0.157053
71.1018	0.81543	-9.86503	-0.153461
71.1119	0.821013	-9.86513	-0.149773
71.1219	0.826485	-9.86526	-0.145993
71.1319	0.831853	-9.86541	-0.142123
71.1419	0.837121	-9.86558	-0.13817
71.1519	0.842294	-9.86579	-0.134138
71.1619	0.847377	-9.86601	-0.130032
71.1719	0.852375	-9.86626	-0.125859
71.1819	0.857293	-9.86653	-0.121622
71.1919	0.862136	-9.86682	-0.117328
71.202	0.866908	-9.86712	-0.112982
71.212	0.871614	-9.86744	-0.108591
71.222	0.876259	-9.86778	-0.104161
71.232	0.880848	-9.86812	-0.0996991
71.242	0.885385	-9.86848	-0.0952119
71.252	0.889876	-9.86884	-0.0907067
71.262	0.894324	-9.8692	-0.0861901
71.272	0.898735	-9.86957	-0.0816686
71.282	0.903112	-9.86994	-0.0771492
71.2921	0.90746	-9.8703	-0.0726393
71.3021	0.911787	-9.87066	-0.0681454
71.3121	0.916094	-9.87101	-0.0636741
71.3221	0.920386	-9.87135	-0.0592322
71.3321	0.924668	-9.87167	-0.0548263
71.3421	0.928943	-9.87198	-0.0504617
71.3521	0.933216	-9.87227	-0.0461455
71.3621	0.937491	-9.87253	-0.0418867
71.3722	0.941771	-9.87278	-0.0376908
71.3822	0.94606	-9.87299	-0.0335637
71.3922	0.950362	-9.87318	-0.029511
71.4022	0.954678	-9.87333	-0.025539
71.4122	0.959015	-9.87345	-0.0216527
71.4222	0.963374	-9.87354	-0.017857
71.4322	0.967759	-9.87358	-0.0141563
71.4422	0.972173	-9.87359	-0.0105566
71.4522	0.976619	-9.87355	-0.00706215
71.4623	0.9811	-9.87346	-0.00367746
71.4723	0.985619	-9.87333	-0.000406728
71.4823	0.990178	-9.87315	0.002746
71.4923	0.99478	-9.87292	0.00577725
71.5023	0.999426	-9.87264	0.00868314
71.5123	1.00412	-9.87231	0.0114605
71.5223	1.00886	-9.87192	0.0141054
71.5323	1.01365	-9.87148	0.0166194
71.5423	1.01849	-9.87098	0.0189977
71.5524	1.02339	-9.87042	0.0212381
71.5624	1.02834	-9.86981	0.0233393
71.5724	1.03334	-9.86914	0.0252991
71.5824	1.0384	-9.86841	0.0271156
71.5924	1.04352	-9.86762	0.0287874
71.6024	1.04869	-9.86678	0.0303133
71.6124	1.05392	-9.86588	0.0316929
71.6224	1.05921	-9.86492	0.0329258
71.6325	1.06456	-9.8639	0.034012
71.6425	1.06996	-9.86283	0.0349522
71.6525	1.07542	-9.8617	0.0357457
71.6625	1.08094	-9.86051	0.0363935
71.6725	1.08652	-9.85927	0.0368964
71.6825	1.09215	-9.85798	0.0372554
71.6925	1.09784	-9.85663	0.0374717
71.7025	1.10358	-9.85523	0.0375471
71.7125	1.10938	-9.85377	0.0374835
71.7226	1.11524	-9.85227	0.037283
71.7326	1.12114	-9.85072	0.0369482
71.7426	1.1271	-9.84912	0.0364817
71.7526	1.13311	-9.84747	0.0358869
71.7626	1.13918	-9.84577	0.0351659
71.7726	1.14529	-9.84403	0.0343215
71.7826	1.15145	-9.84225	0.0333584
71.7926	1.15766	-9.84042	0.0322794
71.8026	1.16391	-9.83855	0.0310885
71.8127	1.17022	-9.83664	0.0297897
71.8227	1.17656	-9.83468	0.0283874
71.8327	1.18296	-9.83269	0.0268858
71.8427	1.18939	-9.83066	0.0252897
71.8527	1.19587	-9.8286	0.0236037
71.8627	1.20239	-9.8265	0.0218326
71.8727	1.20895	-9.82436	0.0199813
71.8827	1.21555	-9.82219	0.0180554
71.8928	1.22219	-9.81999	0.0160594
71.9028	1.22887	-9.81775	0.0139991
71.9128	1.23559	-9.81549	0.011879
71.9228	1.24234	-9.81319	0.00970431
71.9328	1.24913	-9.81087	0.00748008
71.9428	1.25595	-9.80852	0.00521145
71.9528	1.26281	-9.80614	0.00290346
71.9628	1.2697	-9.80374	0.000561327
71.9728	1.27662	-9.80131	-0.00181002
71.9829	1.28358	-9.79885	-0.00420561
71.9929	1.29056	-9.79638	-0.00662127
72.0029	1.29758	-9.79388	-0.00905157
72.0129	1.30462	-9.79137	-0.0114924
72.0229	1.31169	-9.78883	-0.0139397
72.0329	1.31879	-9.78627	-0.0163885
72.0429	1.32591	-9.7837	-0.018835
72.0529	1.33306	-9.78111	-0.0212761
72.0629	1.34024	-9.77851	-0.0237082
72.073	1.34743	-9.77589	-0.0261281
72.083	1.35465	-9.77326	-0.0285326
72.093	1.36189	-9.77062	-0.0309186
72.103	1.36914	-9.76797	-0.0332833
72.113	1.37642	-9.76531	-0.0356242
72.123	1.38371	-9.76264	-0.0379377
72.133	1.39102	-9.75997	-0.0402227
72.143	1.39834	-9.7573	-0.042477
72.1531	1.40567	-9.75461	-0.044699
72.1631	1.41301	-9.75193	-0.0468873
72.1731	1.42037	-9.74925	-0.0490406
72.1831	1.42773	-9.74656	-0.0511577
72.1931	1.4351	-9.74388	-0.0532379
72.2031	1.44248	-9.7412	-0.0552803
72.2131	1.44986	-9.73853	-0.0572846
72.2231	1.45724	-9.73586	-0.0592502
72.2331	1.46462	-9.73321	-0.0611769
72.2432	1.472	-9.73056	-0.0630652
72.2532	1.47937	-9.72792	-0.0649144
72.2632	1.48674	-9.7253	-0.0667261
72.2732	1.4941	-9.72268	-0.0685002
72.2832	1.50146	-9.72009	-0.0702364
72.2932	1.5088	-9.71751	-0.0719344
72.3032	1.51613	-9.71494	-0.0735951
72.3132	1.52344	-9.7124	-0.0752183
72.3232	1.53074	-9.70988	-0.0768044
72.3333	1.53801	-9.70738	-0.0783533
72.3433	1.54525	-9.7049	-0.0798661
72.3533	1.55248	-9.70245	-0.0813449
72.3633	1.55967	-9.70003	-0.082792
72.3733	1.56683	-9.69763	-0.0842044
72.3833	1.57396	-9.69526	-0.0855844
72.3933	1.58105	-9.69293	-0.0869323
72.4033	1.5881	-9.69062	-0.0882503
72.4134	1.5951	-9.68835	-0.0895376
72.4234	1.60206	-9.68611	-0.0907929
72.4334	1.60896	-9.6839	-0.0920164
72.4434	1.61582	-9.68173	-0.0932078
72.4534	1.62261	-9.6796	-0.0943678
72.4634	1.62935	-9.67751	-0.0954966
72.4734	1.63603	-9.67546	-0.0965947
72.4834	1.64263	-9.67345	-0.0976617
72.4934	1.64917	-9.67148	-0.0986984
72.5035	1.65564	-9.66956	-0.0997015
72.5135	1.66203	-9.66767	-0.100674
72.5235	1.66834	-9.66584	-0.101615
72.5335	1.67457	-9.66404	-0.102523
72.5435	1.68072	-9.6623	-0.103399
72.5535	1.68677	-9.6606	-0.104241
72.5635	1.69274	-9.65895	-0.105051
72.5735	1.69861	-9.65734	-0.105827
72.5835	1.70439	-9.65579	-0.106568
72.5936	1.71007	-9.65428	-0.107274
72.6036	1.71565	-9.65283	-0.107946
72.6136	1.72113	-9.65142	-0.108583
72.6236	1.7265	-9.65006	-0.109184
72.6336	1.73176	-9.64876	-0.109749
72.6436	1.73692	-9.6475	-0.110278
72.6536	1.74197	-9.64629	-0.11077
72.6636	1.7469	-9.64513	-0.111227
72.6737	1.75173	-9.64402	-0.111647
72.6837	1.75644	-9.64296	-0.112033
72.6937	1.76104	-9.64195	-0.112382
72.7037	1.76552	-9.64099	-0.112699
72.7137	1.76989	-9.64008	-0.11298
72.7237	1.77415	-9.63921	-0.11323
72.7337	1.77828	-9.63838	-0.11345
72.7437	1.78231	-9.6376	-0.113641
72.7537	1.78621	-9.63686	-0.113802
72.7638	1.79	-9.63617	-0.113935
72.7738	1.79367	-9.63552	-0.114042
72.7838	1.79723	-9.63491	-0.114127
72.7938	1.80068	-9.63434	-0.114191
72.8038	1.80401	-9.6338	-0.114236
72.8138	1.80723	-9.6333	-0.11426
72.8238	1.81033	-9.63283	-0.114272
72.8338	1.81333	-9.63239	-0.11427
72.8438	1.81621	-9.63199	-0.114254
72.8539	1.81899	-9.63161	-0.114238
72.8639	1.82166	-9.63127	-0.114222
72.8739	1.82422	-9.63094	-0.114209
72.8839	1.82668	-9.63064	-0.114205
72.8939	1.82903	-9.63036	-0.114213
72.9039	1.83128	-9.6301	-0.114238
72.9139	1.83343	-9.62986	-0.114282
72.9239	1.83548	-9.62963	-0.114353
72.934	1.83744	-9.62941	-0.114456
72.944	1.83929	-9.62921	-0.114595
72.954	1.84106	-9.62901	-0.114775
72.964	1.84273	-9.62882	-0.115001
72.974	1.8443	-9.62863	-0.115281
72.984	1.8458	-9.62844	-0.115622
72.994	1.8472	-9.62826	-0.116029
73.004	1.84852	-9.62806	-0.11651
73.014	1.84975	-9.62787	-0.11707
73.0241	1.8509	-9.62766	-0.117717
73.0341	1.85197	-9.62745	-0.118458
73.0441	1.85296	-9.62722	-0.119299
73.0541	1.85388	-9.62698	-0.120247
73.0641	1.85472	-9.62673	-0.12131
73.0741	1.85548	-9.62645	-0.122495
73.0841	1.85617	-9.62616	-0.123809
73.0941	1.85679	-9.62584	-0.125258
73.1041	1.85734	-9.62549	-0.12685
73.1142	1.85783	-9.62512	-0.128592
73.1242	1.85824	-9.62473	-0.130492
73.1342	1.85859	-9.6243	-0.132555
73.1442	1.85888	-9.62384	-0.134789
73.1542	1.8591	-9.62334	-0.137202
73.1642	1.85926	-9.62281	-0.139799
73.1742	1.85936	-9.62224	-0.142588
73.1842	1.8594	-9.62164	-0.145574
73.1942	1.85938	-9.62099	-0.148763
73.2043	1.8593	-9.6203	-0.152161
73.2143	1.85917	-9.61957	-0.155775
73.2243	1.85898	-9.6188	-0.159609
73.2343	1.85873	-9.61797	-0.163669
73.2443	1.85843	-9.61711	-0.167958
73.2543	1.85808	-9.61619	-0.172483
73.2643	1.85767	-9.61522	-0.177248
73.2743	1.85721	-9.6142	-0.182256
73.2844	1.8567	-9.61314	-0.187512
73.2944	1.85614	-9.61202	-0.193018
73.3044	1.85552	-9.61084	-0.198779
73.3144	1.85486	-9.60962	-0.204798
73.3244	1.85415	-9.60834	-0.211075
73.3344	1.85338	-9.607	-0.217614
73.3444	1.85257	-9.60561	-0.224414
73.3544	1.85171	-9.60416	-0.231479
73.3644	1.8508	-9.60265	-0.238809
73.3745	1.84984	-9.60108	-0.246404
73.3845	1.84884	-9.59946	-0.254265
73.3945	1.84778	-9.59778	-0.262392
73.4045	1.84668	-9.59604	-0.270785
73.4145	1.84554	-9.59424	-0.279441
73.4245	1.84434	-9.59237	-0.288362
73.4345	1.8431	-9.59045	-0.297544
73.4445	1.84181	-9.58847	-0.306986
73.4545	1.84047	-9.58643	-0.316685
73.4646	1.83908	-9.58433	-0.32664
73.4746	1.83765	-9.58216	-0.336847
73.4846	1.83616	-9.57994	-0.347302
73.4946	1.83463	-9.57765	-0.358003
73.5046	1.83304	-9.5753	-0.368945
73.5146	1.8314	-9.5729	-0.380124
73.5246	1.82972	-9.57043	-0.391536
73.5346	1.82797	-9.5679	-0.403176
73.5447	1.82618	-9.56531	-0.41504
73.5547	1.82432	-9.56266	-0.427121
73.5647	1.82241	-9.55995	-0.439414
73.5747	1.82044	-9.55718	-0.451913
73.5847	1.81841	-9.55435	-0.464612
73.5947	1.81631	-9.55147	-0.477505
73.6047	1.81415	-9.54852	-0.490586
73.6147	1.81193	-9.54552	-0.503848
73.6247	1.80963	-9.54247	-0.517284
73.6348	1.80726	-9.53936	-0.530887
73.6448	1.80482	-9.5362	-0.54465
73.6548	1.8023	-9.53299	-0.558566
73.6648	1.7997	-9.52973	-0.572627
73.6748	1.79702	-9.52642	-0.586824
73.6848	1.79425	-9.52306	-0.601151
73.6948	1.79139	-9.51966	-0.615599
73.7048	1.78845	-9.51622	-0.630161
73.7148	1.78541	-9.51273	-0.644827
73.7249	1.78228	-9.50921	-0.659589
73.7349	1.77904	-9.50565	-0.67444
73.7449	1.77571	-9.50206	-0.689371
73.7549	1.77227	-9.49844	-0.704373
73.7649	1.76873	-9.49479	-0.719437
73.7749	1.76507	-9.49112	-0.734554
73.7849	1.76131	-9.48743	-0.749716
73.7949	1.75743	-9.48372	-0.764913
73.805	1.75343	-9.47999	-0.780136
73.815	1.74931	-9.47626	-0.795377
73.825	1.74508	-9.47251	-0.810625
73.835	1.74072	-9.46877	-0.825872
73.845	1.73624	-9.46502	-0.841107
73.855	1.73163	-9.46128	-0.856322
73.865	1.7269	-9.45755	-0.871508
73.875	1.72204	-9.45383	-0.886654
73.885	1.71704	-9.45012	-0.901751
73.8951	1.71192	-9.44644	-0.91679
73.9051	1.70666	-9.44278	-0.931762
73.9151	1.70128	-9.43915	-0.946656
73.9251	1.69575	-9.43556	-0.961462
73.9351	1.6901	-9.432	-0.976173
73.9451	1.6843	-9.42848	-0.990778
73.9551	1.67838	-9.42501	-1.00527
73.9651	1.67231	-9.42159	-1.01963
73.9751	1.66611	-9.41822	-1.03386
73.9852	1.65977	-9.4149	-1.04795
73.9952	1.65329	-9.41165	-1.06188
74.0052	1.64667	-9.40846	-1.07565
74.0152	1.63992	-9.40533	-1.08926
74.0252	1.63302	-9.40228	-1.10268
74.0352	1.62599	-9.3993	-1.11591
74.0452	1.61881	-9.3964	-1.12895
74.0552	1.6115	-9.39357	-1.14179
74.0653	1.60404	-9.39083	-1.15442
74.0753	1.59645	-9.38818	-1.16683
74.0853	1.5887	-9.38561	-1.17901
74.0953	1.58082	-9.38313	-1.19097
74.1053	1.57279	-9.38074	-1.20268
74.1153	1.56462	-9.37844	-1.21415
74.1253	1.5563	-9.37624	-1.22537
74.1353	1.54784	-9.37413	-1.23634
74.1453	1.53923	-9.37213	-1.24705
74.1554	1.53047	-9.37022	-1.2575
74.1654	1.52156	-9.36841	-1.26768
74.1754	1.51251	-9.36671	-1.27759
74.1854	1.5033	-9.3651	-1.28723
74.1954	1.49395	-9.3636	-1.2966
74.2054	1.48444	-9.36221	-1.30569
74.2154	1.47478	-9.36092	-1.3145
74.2254	1.46497	-9.35973	-1.32304
74.2354	1.45501	-9.35865	-1.3313
74.2455	1.44489	-9.35767	-1.33928
74.2555	1.43462	-9.3568	-1.34699
74.2655	1.42419	-9.35603	-1.35442
74.2755	1.41361	-9.35537	-1.36158
74.2855	1.40287	-9.35481	-1.36847
74.2955	1.39197	-9.35435	-1.37509
74.3055	1.38092	-9.354	-1.38145
74.3155	1.36971	-9.35376	-1.38754
74.3256	1.35835	-9.35361	-1.39338
74.3356	1.34683	-9.35357	-1.39897
74.3456	1.33515	-9.35364	-1.40431
74.3556	1.32332	-9.3538	-1.40941
74.3656	1.31134	-9.35406	-1.41427
74.3756	1.2992	-9.35442	-1.4189
74.3856	1.28691	-9.35488	-1.4233
74.3956	1.27447	-9.35544	-1.42749
74.4056	1.26188	-9.3561	-1.43145
74.4157	1.24914	-9.35685	-1.43521
74.4257	1.23624	-9.35769	-1.43877
74.4357	1.22321	-9.35862	-1.44214
74.4457	1.21002	-9.35965	-1.44531
74.4557	1.1967	-9.36076	-1.44831
74.4657	1.18323	-9.36197	-1.45112
74.4757	1.16962	-9.36325	-1.45377
74.4857	1.15587	-9.36463	-1.45625
74.4957	1.14199	-9.36608	-1.45858
74.5058	1.12797	-9.36762	-1.46076
74.5158	1.11383	-9.36924	-1.46279
74.5258	1.09956	-9.37093	-1.46468
74.5358	1.08516	-9.3727	-1.46643
74.5458	1.07065	-9.37454	-1.46806
74.5558	1.05601	-9.37645	-1.46957
74.5658	1.04126	-9.37843	-1.47096
74.5758	1.02641	-9.38047	-1.47224
74.5859	1.01145	-9.38258	-1.47341
74.5959	0.99638	-9.38474	-1.47448
74.6059	0.981212	-9.38697	-1.47544
74.6159	0.965949	-9.38924	-1.47632
74.6259	0.950593	-9.39157	-1.4771
74.6359	0.935148	-9.39395	-1.47779
74.6459	0.919618	-9.39638	-1.4784
74.6559	0.904007	-9.39884	-1.47893
74.6659	0.88832	-9.40135	-1.47938
74.676	0.872561	-9.40389	-1.47976
74.686	0.856733	-9.40647	-1.48006
74.696	0.84084	-9.40908	-1.4803
74.706	0.824885	-9.41171	-1.48046
74.716	0.808875	-9.41437	-1.48057
74.726	0.79281	-9.41704	-1.4806
74.736	0.776694	-9.41973	-1.48058
74.746	0.760532	-9.42244	-1.48049
74.756	0.744329	-9.42516	-1.48035
74.7661	0.728088	-9.42788	-1.48014
74.7761	0.711812	-9.43062	-1.47989
74.7861	0.695504	-9.43335	-1.47957
74.7961	0.679167	-9.43609	-1.4792
74.8061	0.662806	-9.43882	-1.47878
74.8161	0.646424	-9.44155	-1.4783
74.8261	0.630023	-9.44427	-1.47777
74.8361	0.613608	-9.44698	-1.47719
74.8462	0.597182	-9.44967	-1.47656
74.8562	0.580748	-9.45236	-1.47588
74.8662	0.564308	-9.45503	-1.47514
74.8762	0.547863	-9.45768	-1.47436
74.8862	0.53142	-9.46032	-1.47352
74.8962	0.514981	-9.46294	-1.47263
74.9062	0.498549	-9.46554	-1.47168
74.9162	0.482128	-9.46812	-1.47068
74.9262	0.465719	-9.47069	-1.46963
74.9363	0.449328	-9.47323	-1.46852
74.9463	0.432955	-9.47576	-1.46735
74.9563	0.416603	-9.47827	-1.46613
74.9663	0.400275	-9.48076	-1.46484
74.9763	0.383974	-9.48323	-1.4635
74.9863	0.367706	-9.48568	-1.46208
74.9963	0.351473	-9.48813	-1.4606
