time (sec)	X tilt (m/s^2)	Y tilt (m/s^2)	Z tilt (m/s^2)
28.8537	5.2812	-7.77247	-0.638539
28.8637	5.28833	-7.76881	-0.635087
28.8737	5.29545	-7.76515	-0.631684
28.8837	5.30256	-7.76148	-0.628329
28.8937	5.30967	-7.75783	-0.625025
28.9037	5.31678	-7.75417	-0.62177
28.9137	5.32388	-7.75051	-0.618566
28.9237	5.33097	-7.74686	-0.615413
28.9337	5.33806	-7.74321	-0.612312
28.9437	5.34515	-7.73955	-0.609263
28.9537	5.35223	-7.7359	-0.606267
28.9637	5.3593	-7.73225	-0.603324
28.9737	5.36637	-7.7286	-0.600435
28.9837	5.37344	-7.72495	-0.597599
28.9938	5.38049	-7.7213	-0.594818
29.0038	5.38754	-7.71765	-0.592091
29.0138	5.39459	-7.714	-0.589419
29.0238	5.40163	-7.71035	-0.586803
29.0338	5.40866	-7.7067	-0.584244
29.0438	5.41569	-7.70305	-0.58174
29.0538	5.42271	-7.6994	-0.579294
29.0638	5.42973	-7.69575	-0.576905
29.0738	5.43674	-7.6921	-0.574572
29.0838	5.44374	-7.68845	-0.572298
29.0938	5.45074	-7.68479	-0.57008
29.1038	5.45773	-7.68114	-0.56792
29.1138	5.46471	-7.67748	-0.565818
29.1238	5.47169	-7.67382	-0.563775
29.1338	5.47867	-7.67016	-0.561789
29.1438	5.48563	-7.6665	-0.559862
29.1538	5.49259	-7.66284	-0.557994
29.1638	5.49955	-7.65918	-0.556183
29.1738	5.5065	-7.65551	-0.554431
29.1838	5.51344	-7.65184	-0.552737
29.1938	5.52037	-7.64817	-0.551103
29.2038	5.52731	-7.6445	-0.549528
29.2138	5.53423	-7.64083	-0.54801
29.2238	5.54115	-7.63716	-0.546551
29.2338	5.54806	-7.63348	-0.545151
29.2438	5.55497	-7.6298	-0.543808
29.2538	5.56187	-7.62612	-0.542523
29.2638	5.56876	-7.62244	-0.541294
29.2738	5.57565	-7.61875	-0.540122
29.2838	5.58254	-7.61507	-0.539008
29.2938	5.58941	-7.61138	-0.537951
29.3038	5.59629	-7.60769	-0.536954
29.3138	5.60316	-7.604	-0.53601
29.3238	5.61002	-7.60032	-0.535125
29.3338	5.61688	-7.59662	-0.5343
29.3438	5.62372	-7.59293	-0.533523
29.3538	5.63055	-7.58923	-0.5328
29.3638	5.63739	-7.58554	-0.532125
29.3738	5.64421	-7.58184	-0.531505
29.3838	5.65104	-7.57814	-0.53094
29.3938	5.65785	-7.57445	-0.530428
29.4038	5.66466	-7.57075	-0.52997
29.4138	5.67147	-7.56706	-0.529565
29.4238	5.67827	-7.56337	-0.52921
29.4338	5.68507	-7.55967	-0.528905
29.4438	5.69185	-7.55598	-0.52865
29.4538	5.69864	-7.55229	-0.528443
29.4638	5.70541	-7.5486	-0.528283
29.4738	5.71218	-7.54492	-0.528168
29.4838	5.71894	-7.54124	-0.5281
29.4938	5.72569	-7.53756	-0.528077
29.5038	5.73244	-7.53388	-0.528099
29.5138	5.73918	-7.53021	-0.528164
29.5238	5.74592	-7.52654	-0.528271
29.5338	5.75264	-7.52288	-0.52842
29.5438	5.75936	-7.51922	-0.52861
29.5538	5.76607	-7.51557	-0.528841
29.5638	5.77278	-7.51193	-0.52911
29.5738	5.77947	-7.50829	-0.529418
29.5838	5.78616	-7.50466	-0.529764
29.5938	5.79283	-7.50104	-0.530145
29.6038	5.7995	-7.49743	-0.530564
29.6138	5.80616	-7.49382	-0.531017
29.6238	5.8128	-7.49023	-0.531508
29.6338	5.81944	-7.48664	-0.532024
29.6438	5.82606	-7.48307	-0.532568
29.6538	5.83267	-7.47951	-0.533141
29.6638	5.83927	-7.47596	-0.533744
29.6738	5.84586	-7.47243	-0.534374
29.6838	5.85244	-7.4689	-0.535032
29.6938	5.859	-7.4654	-0.535715
29.7038	5.86555	-7.4619	-0.536423
29.7138	5.87208	-7.45842	-0.537155
29.7238	5.8786	-7.45496	-0.53791
29.7338	5.8851	-7.45152	-0.538686
29.7438	5.89158	-7.44809	-0.539483
29.7538	5.89805	-7.44469	-0.540298
29.7639	5.9045	-7.4413	-0.54113
29.7739	5.91093	-7.43793	-0.541979
29.7839	5.91734	-7.43458	-0.542844
29.7939	5.92373	-7.43125	-0.543723
29.8039	5.9301	-7.42795	-0.544616
29.8139	5.93645	-7.42467	-0.545521
29.8239	5.94278	-7.42141	-0.546437
29.8339	5.94909	-7.41817	-0.547364
29.8439	5.95537	-7.41496	-0.548299
29.8539	5.96163	-7.41177	-0.549243
29.8639	5.96786	-7.40861	-0.550194
29.8739	5.97407	-7.40548	-0.551152
29.8839	5.98024	-7.40237	-0.552114
29.8939	5.9864	-7.39929	-0.553081
29.9039	5.99252	-7.39624	-0.554051
29.9139	5.99861	-7.39322	-0.555025
29.9239	6.00467	-7.39023	-0.556
29.9339	6.0107	-7.38727	-0.556975
29.9439	6.0167	-7.38435	-0.557951
29.9539	6.02267	-7.38145	-0.558926
29.9639	6.0286	-7.37859	-0.559899
29.9739	6.03449	-7.37575	-0.560869
29.9839	6.04035	-7.37296	-0.561837
29.9939	6.04617	-7.37019	-0.5628
30.0039	6.05196	-7.36747	-0.563758
30.0139	6.0577	-7.36477	-0.564711
30.0239	6.06341	-7.36212	-0.565658
30.0339	6.06907	-7.3595	-0.566598
30.0439	6.07469	-7.35691	-0.56753
30.0539	6.08027	-7.35436	-0.568454
30.0639	6.08581	-7.35185	-0.56937
30.0739	6.0913	-7.34938	-0.570276
30.0839	6.09675	-7.34695	-0.571172
30.0939	6.10215	-7.34455	-0.572058
30.1039	6.1075	-7.3422	-0.572933
30.1139	6.11281	-7.33988	-0.573797
30.1239	6.11807	-7.33761	-0.574649
30.1339	6.12327	-7.33537	-0.575489
30.1439	6.12843	-7.33318	-0.576316
30.1539	6.13353	-7.33102	-0.577131
30.1639	6.13858	-7.32891	-0.577932
30.1739	6.14358	-7.32684	-0.57872
30.1839	6.14852	-7.32481	-0.579493
30.1939	6.15341	-7.32282	-0.580252
30.2039	6.15825	-7.32088	-0.580996
30.2139	6.16302	-7.31898	-0.581725
30.2239	6.16774	-7.31712	-0.582439
30.2339	6.1724	-7.3153	-0.583138
30.2439	6.177	-7.31353	-0.583821
30.2539	6.18155	-7.3118	-0.584487
30.2639	6.18603	-7.31011	-0.585139
30.2739	6.19045	-7.30847	-0.585773
30.2839	6.19481	-7.30687	-0.586392
30.2939	6.19911	-7.30532	-0.586994
30.3039	6.20334	-7.3038	-0.58758
30.3139	6.20751	-7.30234	-0.588149
30.3239	6.21162	-7.30091	-0.588701
30.3339	6.21566	-7.29953	-0.589236
30.3439	6.21964	-7.2982	-0.589754
30.3539	6.22355	-7.2969	-0.590255
30.3639	6.2274	-7.29566	-0.590739
30.3739	6.23118	-7.29445	-0.591206
30.3839	6.23489	-7.29329	-0.591655
30.3939	6.23854	-7.29218	-0.592087
30.4039	6.24211	-7.29111	-0.592502
30.4139	6.24562	-7.29008	-0.5929
30.4239	6.24907	-7.28909	-0.593281
30.4339	6.25244	-7.28815	-0.593644
30.4439	6.25574	-7.28725	-0.593991
30.4539	6.25898	-7.2864	-0.59432
30.4639	6.26215	-7.28559	-0.594632
30.4739	6.26524	-7.28482	-0.594927
30.4839	6.26827	-7.2841	-0.595205
30.4939	6.27123	-7.28342	-0.595466
30.5039	6.27411	-7.28278	-0.59571
30.5139	6.27693	-7.28219	-0.595937
30.5239	6.27967	-7.28164	-0.596147
30.5339	6.28235	-7.28113	-0.59634
30.544	6.28496	-7.28066	-0.596516
30.554	6.28749	-7.28024	-0.596676
30.564	6.28996	-7.27985	-0.596819
30.574	6.29235	-7.27951	-0.596946
30.584	6.29467	-7.27921	-0.597056
30.594	6.29693	-7.27896	-0.597149
30.604	6.29911	-7.27874	-0.597227
30.614	6.30123	-7.27857	-0.597288
30.624	6.30327	-7.27843	-0.597332
30.634	6.30525	-7.27834	-0.59736
30.644	6.30716	-7.27829	-0.597373
30.654	6.30899	-7.27828	-0.597369
30.664	6.31076	-7.27831	-0.597349
30.674	6.31246	-7.27837	-0.597314
30.684	6.31409	-7.27848	-0.597263
30.694	6.31565	-7.27863	-0.597196
30.704	6.31715	-7.27882	-0.597113
30.714	6.31857	-7.27905	-0.597013
30.724	6.31993	-7.27932	-0.596897
30.734	6.32122	-7.27962	-0.596767
30.744	6.32245	-7.27997	-0.596621
30.754	6.32361	-7.28035	-0.596459
30.764	6.3247	-7.28077	-0.596282
30.774	6.32573	-7.28123	-0.596089
30.784	6.32669	-7.28173	-0.595881
30.794	6.32759	-7.28227	-0.595657
30.804	6.32842	-7.28284	-0.595418
30.814	6.32919	-7.28345	-0.595165
30.824	6.3299	-7.2841	-0.594897
30.834	6.33055	-7.28479	-0.594613
30.844	6.33113	-7.28552	-0.594316
30.854	6.33165	-7.28628	-0.594003
30.864	6.3321	-7.28708	-0.593674
30.874	6.3325	-7.28791	-0.593331
30.884	6.33283	-7.28878	-0.592973
30.894	6.3331	-7.28969	-0.5926
30.904	6.33332	-7.29064	-0.592213
30.914	6.33347	-7.29162	-0.59181
30.924	6.33357	-7.29264	-0.591393
30.934	6.3336	-7.29369	-0.590961
30.944	6.33358	-7.29478	-0.590513
30.954	6.3335	-7.29591	-0.590051
30.964	6.33337	-7.29707	-0.589574
30.974	6.33318	-7.29827	-0.589082
30.984	6.33293	-7.2995	-0.588576
30.994	6.33262	-7.30076	-0.588056
31.004	6.33226	-7.30207	-0.58752
31.014	6.33184	-7.30341	-0.586971
31.024	6.33137	-7.30478	-0.586406
31.034	6.33085	-7.30619	-0.585828
31.044	6.33027	-7.30763	-0.585236
31.054	6.32963	-7.30911	-0.584629
31.064	6.32895	-7.31062	-0.584008
31.074	6.32821	-7.31216	-0.583371
31.084	6.32742	-7.31374	-0.582717
31.094	6.32658	-7.31535	-0.582052
31.104	6.32568	-7.317	-0.581367
31.114	6.32474	-7.31868	-0.580669
31.124	6.32375	-7.3204	-0.57996
31.134	6.3227	-7.32215	-0.579238
31.144	6.32161	-7.32394	-0.578504
31.154	6.32047	-7.32576	-0.577755
31.164	6.31927	-7.32762	-0.576992
31.174	6.31803	-7.32951	-0.576213
31.184	6.31674	-7.33143	-0.575421
31.194	6.3154	-7.33338	-0.574615
31.204	6.31402	-7.33536	-0.573794
31.214	6.31258	-7.33738	-0.57296
31.224	6.3111	-7.33944	-0.572112
31.234	6.30958	-7.34153	-0.57125
31.244	6.30801	-7.34365	-0.570374
31.254	6.30639	-7.3458	-0.569484
31.264	6.30472	-7.34799	-0.56858
31.274	6.30302	-7.35021	-0.567663
31.284	6.30126	-7.35246	-0.566731
31.294	6.29946	-7.35474	-0.565786
31.304	6.29762	-7.35706	-0.564827
31.3141	6.29573	-7.35941	-0.563855
31.3241	6.2938	-7.36179	-0.562869
31.3341	6.29182	-7.36421	-0.56187
31.3441	6.2898	-7.36665	-0.560856
31.3541	6.28774	-7.36913	-0.559829
31.3641	6.28564	-7.37164	-0.558788
31.3741	6.28349	-7.37419	-0.557734
31.3841	6.28129	-7.37676	-0.556667
31.3941	6.27906	-7.37937	-0.555586
31.4041	6.27678	-7.38201	-0.554491
31.4141	6.27447	-7.38468	-0.553383
31.4241	6.27211	-7.38738	-0.552261
31.4341	6.2697	-7.39011	-0.551126
31.4441	6.26726	-7.39288	-0.549978
31.4541	6.26478	-7.39567	-0.548816
31.4641	6.26226	-7.3985	-0.547641
31.4741	6.25969	-7.40136	-0.546452
31.4841	6.25709	-7.40424	-0.545249
31.4941	6.25445	-7.40716	-0.544033
31.5041	6.25176	-7.41011	-0.542803
31.5141	6.24904	-7.41309	-0.54156
31.5241	6.24628	-7.41611	-0.540303
31.5341	6.24347	-7.41915	-0.539032
31.5441	6.24063	-7.42222	-0.537747
31.5541	6.23775	-7.42532	-0.536449
31.5641	6.23484	-7.42845	-0.535137
31.5741	6.23188	-7.43161	-0.533811
31.5841	6.22889	-7.4348	-0.532471
31.5941	6.22586	-7.43802	-0.531117
31.6041	6.22279	-7.44127	-0.529749
31.6141	6.21968	-7.44455	-0.528367
31.6241	6.21654	-7.44786	-0.52697
31.6341	6.21336	-7.4512	-0.525559
31.6441	6.21014	-7.45457	-0.524134
31.6541	6.20689	-7.45797	-0.522694
31.6641	6.2036	-7.4614	-0.521239
31.6741	6.20028	-7.46485	-0.51977
31.6841	6.19692	-7.46834	-0.518286
31.6941	6.19352	-7.47185	-0.516787
31.7041	6.19008	-7.47539	-0.515273
31.7141	6.18661	-7.47897	-0.513743
31.7241	6.18311	-7.48256	-0.512198
31.7341	6.17957	-7.48619	-0.510637
31.7441	6.176	-7.48985	-0.50906
31.7541	6.17239	-7.49353	-0.507468
31.7641	6.16875	-7.49725	-0.505859
31.7741	6.16508	-7.50099	-0.504234
31.7841	6.16137	-7.50476	-0.502593
31.7941	6.15763	-7.50855	-0.500936
31.8041	6.15386	-7.51238	-0.499263
31.8141	6.15006	-7.51623	-0.497573
31.8241	6.14622	-7.52011	-0.495866
31.8341	6.14235	-7.52402	-0.494143
31.8441	6.13845	-7.52795	-0.492402
31.8541	6.13452	-7.53192	-0.490644
31.8641	6.13055	-7.5359	-0.488869
31.8741	6.12656	-7.53992	-0.487077
31.8841	6.12253	-7.54397	-0.485265
31.8941	6.11848	-7.54804	-0.483436
31.9041	6.11439	-7.55214	-0.481588
31.9141	6.11028	-7.55627	-0.479721
31.9241	6.10613	-7.56043	-0.477837
31.9341	6.10196	-7.56461	-0.475934
31.9441	6.09775	-7.56882	-0.474013
31.9541	6.09352	-7.57305	-0.472073
31.9641	6.08926	-7.57731	-0.470113
31.9741	6.08497	-7.5816	-0.468135
31.9841	6.08066	-7.58591	-0.46614
31.9941	6.07632	-7.59026	-0.464123
32.0041	6.07195	-7.59462	-0.462087
32.0141	6.06755	-7.59902	-0.46003
32.0241	6.06313	-7.60344	-0.457952
32.0341	6.05868	-7.60788	-0.455853
32.0441	6.05421	-7.61235	-0.453733
32.0541	6.04971	-7.61685	-0.451594
32.0641	6.04519	-7.62137	-0.449434
32.0741	6.04064	-7.62592	-0.447254
32.0842	6.03607	-7.6305	-0.445052
32.0942	6.03147	-7.6351	-0.44283
32.1042	6.02685	-7.63972	-0.440587
32.1142	6.02221	-7.64437	-0.438323
32.1242	6.01755	-7.64905	-0.436038
32.1342	6.01286	-7.65375	-0.433732
32.1442	6.00815	-7.65847	-0.431404
32.1542	6.00342	-7.66322	-0.429054
32.1642	5.99866	-7.66799	-0.426683
32.1742	5.99389	-7.67279	-0.424289
32.1842	5.9891	-7.67761	-0.421874
32.1942	5.98428	-7.68245	-0.419439
32.2042	5.97945	-7.68731	-0.416977
32.2142	5.9746	-7.6922	-0.414491
32.2242	5.96973	-7.69712	-0.411984
32.2342	5.96484	-7.70205	-0.409456
32.2442	5.95994	-7.70701	-0.406906
32.2542	5.95501	-7.71199	-0.404335
32.2642	5.95007	-7.717	-0.401741
32.2742	5.94511	-7.72202	-0.399126
32.2842	5.94014	-7.72707	-0.396488
32.2942	5.93514	-7.73214	-0.393828
32.3042	5.93014	-7.73723	-0.391145
32.3142	5.92512	-7.74234	-0.388441
32.3242	5.92008	-7.74747	-0.385713
32.3342	5.91502	-7.75262	-0.382964
32.3442	5.90996	-7.75779	-0.380192
32.3542	5.90488	-7.76298	-0.377398
32.3642	5.89978	-7.76818	-0.374581
32.3742	5.89468	-7.77341	-0.371743
32.3842	5.88956	-7.77865	-0.368882
32.3942	5.88444	-7.78392	-0.365999
32.4042	5.8793	-7.7892	-0.363095
32.4142	5.87415	-7.79449	-0.360168
32.4242	5.86899	-7.7998	-0.357219
32.4342	5.86382	-7.80513	-0.354248
32.4442	5.85864	-7.81047	-0.351256
32.4542	5.85346	-7.81583	-0.348241
32.4642	5.84826	-7.8212	-0.345204
32.4742	5.84305	-7.82659	-0.342146
32.4842	5.83784	-7.83199	-0.339066
32.4942	5.83262	-7.83741	-0.335965
32.5042	5.82739	-7.84284	-0.332843
32.5142	5.82216	-7.84827	-0.329699
32.5242	5.81692	-7.85372	-0.326535
32.5342	5.81168	-7.85919	-0.323349
32.5442	5.80643	-7.86466	-0.320144
32.5542	5.80118	-7.87014	-0.316917
32.5642	5.79592	-7.87563	-0.31367
32.5742	5.79066	-7.88113	-0.310403
32.5842	5.7854	-7.88664	-0.307115
32.5942	5.78014	-7.89215	-0.303808
32.6042	5.77487	-7.89767	-0.30048
32.6142	5.76961	-7.9032	-0.297132
32.6242	5.76434	-7.90873	-0.293764
32.6342	5.75907	-7.91427	-0.290376
32.6442	5.75381	-7.91981	-0.286969
32.6542	5.74854	-7.92536	-0.283542
32.6642	5.74328	-7.9309	-0.280096
32.6742	5.73802	-7.93645	-0.276631
32.6842	5.73276	-7.942	-0.273147
32.6942	5.7275	-7.94756	-0.269644
32.7042	5.72225	-7.95311	-0.266123
32.7142	5.717	-7.95866	-0.262583
32.7242	5.71176	-7.96421	-0.259024
32.7342	5.70653	-7.96975	-0.255448
32.7442	5.70129	-7.9753	-0.251853
32.7542	5.69607	-7.98084	-0.24824
32.7642	5.69085	-7.98637	-0.24461
32.7742	5.68564	-7.9919	-0.240962
32.7842	5.68044	-7.99743	-0.237296
32.7942	5.67525	-8.00295	-0.233614
32.8042	5.67007	-8.00846	-0.229915
32.8142	5.6649	-8.01396	-0.2262
32.8242	5.65974	-8.01946	-0.222469
32.8342	5.65458	-8.02494	-0.218726
32.8442	5.64944	-8.03041	-0.214961
32.8543	5.64432	-8.03587	-0.211178
32.8643	5.63921	-8.04131	-0.207376
32.8743	5.63412	-8.04675	-0.203556
32.8843	5.62903	-8.05217	-0.199726
32.8943	5.62397	-8.05758	-0.195877
32.9043	5.61892	-8.06297	-0.192011
32.9143	5.61388	-8.06834	-0.188132
32.9243	5.60887	-8.07369	-0.184239
32.9343	5.60387	-8.07903	-0.180331
32.9443	5.59888	-8.08435	-0.176408
32.9543	5.59392	-8.08965	-0.172469
32.9643	5.58897	-8.09493	-0.168517
32.9743	5.58405	-8.10019	-0.16455
32.9843	5.57914	-8.10543	-0.160572
32.9943	5.57426	-8.11064	-0.156581
33.0043	5.5694	-8.11583	-0.152577
33.0143	5.56457	-8.12099	-0.148562
33.0243	5.55975	-8.12613	-0.144534
33.0343	5.55496	-8.13124	-0.140494
33.0443	5.5502	-8.13633	-0.136442
33.0543	5.54546	-8.14139	-0.132377
33.0643	5.54074	-8.14642	-0.128302
33.0743	5.53606	-8.15142	-0.124212
33.0843	5.5314	-8.1564	-0.120111
33.0943	5.52676	-8.16134	-0.115998
33.1043	5.52216	-8.16625	-0.111875
33.1143	5.51758	-8.17113	-0.10774
33.1243	5.51304	-8.17597	-0.103595
33.1343	5.50852	-8.18079	-0.0994407
33.1443	5.50404	-8.18556	-0.0952779
33.1543	5.49959	-8.19031	-0.0911304
33.1643	5.49517	-8.19503	-0.0869472
33.1743	5.49077	-8.19969	-0.0827262
33.1843	5.48642	-8.20432	-0.0785232
33.1943	5.48211	-8.20893	-0.0743169
33.2043	5.47782	-8.21349	-0.0701001
33.2143	5.47358	-8.21801	-0.0658705
33.2243	5.46936	-8.22248	-0.0616325
33.2343	5.46518	-8.22691	-0.0573935
33.2443	5.46103	-8.23129	-0.0531517
33.2543	5.45692	-8.23565	-0.0489021
33.2643	5.45285	-8.23996	-0.0446457
33.2743	5.44882	-8.24422	-0.0403834
33.2843	5.44483	-8.24845	-0.036115
33.2943	5.44088	-8.25264	-0.0318422
33.3043	5.43697	-8.25677	-0.0275662
33.3143	5.4331	-8.26086	-0.0232831
33.3243	5.42926	-8.2649	-0.0189963
33.3343	5.42548	-8.2689	-0.0147068
33.3443	5.42173	-8.27284	-0.0104136
33.3543	5.41802	-8.27674	-0.00611829
33.3643	5.41436	-8.28059	-0.00182083
33.3743	5.41074	-8.28439	0.00247819
33.3843	5.40717	-8.28815	0.00677887
33.3943	5.40363	-8.29185	0.0110809
33.4043	5.40015	-8.2955	0.0153839
33.4143	5.39671	-8.29911	0.019688
33.4243	5.39331	-8.30266	0.0239915
33.4343	5.38996	-8.30616	0.0282929
33.4443	5.38665	-8.3096	0.032595
33.4543	5.38339	-8.313	0.0368966
33.4643	5.38018	-8.31634	0.0411974
33.4743	5.37701	-8.31963	0.0454967
33.4843	5.37389	-8.32287	0.049794
33.4943	5.37082	-8.32605	0.0540883
33.5043	5.3678	-8.32918	0.0583791
33.5143	5.36482	-8.33225	0.0626663
33.5243	5.3619	-8.33527	0.0669493
33.5343	5.35902	-8.33823	0.0712283
33.5443	5.35619	-8.34114	0.075502
33.5543	5.35341	-8.34399	0.0797704
33.5643	5.35068	-8.34679	0.0840334
33.5743	5.348	-8.34953	0.0882908
33.5843	5.34537	-8.35221	0.0925411
33.5943	5.34279	-8.35484	0.0967859
33.6043	5.34026	-8.35741	0.101025
33.6143	5.33778	-8.35993	0.105256
33.6243	5.33535	-8.36238	0.109479
33.6344	5.33297	-8.36478	0.113693
33.6444	5.33064	-8.36713	0.117899
33.6544	5.32837	-8.36942	0.122097
33.6644	5.32614	-8.37165	0.126285
33.6744	5.32396	-8.37382	0.130465
33.6844	5.32184	-8.37593	0.134634
33.6944	5.31976	-8.37799	0.138794
33.7044	5.31774	-8.37999	0.142942
33.7144	5.31577	-8.38194	0.147081
33.7244	5.31385	-8.38382	0.151208
33.7344	5.31198	-8.38565	0.155325
33.7444	5.31016	-8.38743	0.159431
33.7544	5.30839	-8.38914	0.163525
33.7644	5.30667	-8.3908	0.167607
33.7744	5.30501	-8.39241	0.171676
33.7844	5.30339	-8.39396	0.175733
33.7944	5.30183	-8.39545	0.179777
33.8044	5.30031	-8.39688	0.183809
33.8144	5.29885	-8.39826	0.187827
33.8244	5.29744	-8.39959	0.191832
33.8344	5.29608	-8.40086	0.195824
33.8444	5.29476	-8.40207	0.199801
33.8544	5.2935	-8.40323	0.203765
33.8644	5.29228	-8.40433	0.207715
33.8744	5.29112	-8.40539	0.211651
33.8844	5.29	-8.40638	0.215572
33.8944	5.28894	-8.40733	0.21948
33.9044	5.28792	-8.40822	0.223374
33.9144	5.28695	-8.40906	0.227254
33.9244	5.28603	-8.40985	0.231118
33.9344	5.28516	-8.41058	0.23497
33.9444	5.28433	-8.41127	0.238806
33.9544	5.28356	-8.4119	0.242628
33.9644	5.28282	-8.41249	0.246436
33.9744	5.28214	-8.41302	0.250229
33.9844	5.2815	-8.41351	0.254006
33.9944	5.2809	-8.41394	0.257768
34.0044	5.28035	-8.41433	0.261515
34.0144	5.27985	-8.41467	0.265247
34.0244	5.27939	-8.41497	0.268965
34.0344	5.27898	-8.41522	0.272668
34.0444	5.27861	-8.41542	0.276357
34.0544	5.27828	-8.41558	0.280031
34.0644	5.278	-8.41569	0.28369
34.0744	5.27775	-8.41576	0.287335
34.0844	5.27755	-8.41579	0.290968
34.0944	5.2774	-8.41577	0.294584
34.1044	5.27728	-8.41571	0.298186
34.1144	5.2772	-8.41561	0.301773
34.1244	5.27717	-8.41547	0.305348
34.1344	5.27717	-8.41529	0.308914
34.1444	5.27721	-8.41507	0.312467
34.1544	5.27729	-8.41481	0.316007
34.1644	5.27741	-8.41451	0.319535
34.1744	5.27757	-8.41418	0.32305
34.1844	5.27776	-8.41381	0.326552
34.1944	5.27799	-8.4134	0.33004
34.2044	5.27825	-8.41296	0.333516
34.2144	5.27855	-8.41249	0.33698
34.2244	5.27888	-8.41198	0.340433
34.2344	5.27925	-8.41145	0.343874
34.2444	5.27966	-8.41089	0.347302
34.2544	5.2801	-8.41029	0.350719
34.2644	5.28056	-8.40966	0.354126
34.2744	5.28105	-8.40899	0.357525
34.2844	5.28157	-8.40829	0.360914
34.2944	5.28213	-8.40756	0.364292
34.3044	5.28271	-8.40681	0.367659
34.3144	5.28332	-8.40604	0.371018
34.3244	5.28397	-8.40524	0.374367
34.3344	5.28464	-8.40441	0.377709
34.3444	5.28534	-8.40357	0.381044
34.3544	5.28606	-8.40271	0.38437
34.3644	5.28681	-8.40182	0.387684
34.3744	5.28758	-8.4009	0.390989
34.3844	5.28838	-8.39997	0.394287
34.3944	5.28919	-8.39902	0.397577
34.4045	5.29003	-8.39804	0.400857
34.4145	5.29089	-8.39705	0.404127
34.4245	5.29177	-8.39603	0.407386
34.4345	5.29268	-8.395	0.410646
34.4445	5.2936	-8.39395	0.413892
34.4545	5.29455	-8.39289	0.417138
34.4645	5.29551	-8.39181	0.420382
34.4745	5.29649	-8.39071	0.423619
34.4845	5.29748	-8.38961	0.426852
34.4945	5.29849	-8.38849	0.430074
34.5045	5.29952	-8.38736	0.433288
34.5145	5.30056	-8.38621	0.436495
34.5245	5.30162	-8.38506	0.439694
34.5345	5.30269	-8.38389	0.442886
34.5445	5.30377	-8.38272	0.446073
34.5545	5.30486	-8.38153	0.449257
34.5645	5.30597	-8.38034	0.452434
34.5745	5.30708	-8.37914	0.455607
34.5845	5.3082	-8.37793	0.458776
34.5945	5.30934	-8.37671	0.46194
34.6045	5.31048	-8.37549	0.465097
34.6145	5.31163	-8.37426	0.468248
34.6245	5.31279	-8.37303	0.471393
34.6345	5.31396	-8.37179	0.474532
34.6445	5.31513	-8.37055	0.477665
34.6545	5.3163	-8.3693	0.480793
34.6645	5.31748	-8.36805	0.483916
34.6745	5.31867	-8.3668	0.487033
34.6845	5.31986	-8.36555	0.490144
34.6945	5.32105	-8.36429	0.49325
34.7045	5.32224	-8.36304	0.49635
34.7145	5.32344	-8.36178	0.499443
34.7245	5.32463	-8.36052	0.502531
34.7345	5.32583	-8.35926	0.505615
34.7445	5.32703	-8.358	0.508691
34.7545	5.32823	-8.35675	0.51176
34.7645	5.32942	-8.35549	0.514823
34.7745	5.33062	-8.35423	0.51788
34.7845	5.33181	-8.35298	0.520929
34.7945	5.333	-8.35173	0.523973
34.8045	5.33419	-8.35048	0.52701
34.8145	5.33538	-8.34924	0.530039
34.8245	5.33656	-8.34799	0.533062
34.8345	5.33774	-8.34675	0.536078
34.8445	5.33891	-8.34552	0.539087
34.8545	5.34008	-8.34428	0.542088
34.8645	5.34124	-8.34306	0.54508
34.8745	5.3424	-8.34183	0.548065
34.8845	5.34355	-8.34061	0.551041
34.8945	5.34469	-8.3394	0.55401
34.9045	5.34583	-8.33819	0.55697
34.9145	5.34696	-8.33699	0.559922
34.9245	5.34808	-8.33579	0.562865
34.9345	5.3492	-8.33459	0.565801
34.9445	5.35031	-8.33341	0.568728
34.9545	5.35141	-8.33222	0.571646
34.9645	5.3525	-8.33105	0.574555
34.9745	5.35358	-8.32988	0.577455
34.9845	5.35465	-8.32872	0.580344
34.9945	5.35571	-8.32756	0.583223
35.0045	5.35677	-8.32641	0.586091
35.0145	5.35781	-8.32527	0.588949
35.0245	5.35885	-8.32413	0.591798
35.0345	5.35987	-8.323	0.594636
35.0445	5.36089	-8.32188	0.597464
35.0545	5.36189	-8.32076	0.600281
35.0645	5.36289	-8.31966	0.603089
35.0745	5.36387	-8.31855	0.605888
35.0845	5.36484	-8.31746	0.608676
35.0945	5.3658	-8.31638	0.611452
35.1045	5.36675	-8.3153	0.614215
35.1145	5.36769	-8.31423	0.616966
35.1245	5.36862	-8.31317	0.619705
35.1345	5.36954	-8.31211	0.622432
35.1445	5.37045	-8.31106	0.625147
35.1545	5.37134	-8.31003	0.62785
35.1645	5.37222	-8.309	0.630543
35.1746	5.37309	-8.30797	0.633224
35.1846	5.37395	-8.30696	0.635893
35.1946	5.3748	-8.30595	0.638551
35.2046	5.37563	-8.30495	0.641197
35.2146	5.37646	-8.30396	0.643831
35.2246	5.37727	-8.30298	0.64645
35.2346	5.37807	-8.30201	0.649057
35.2446	5.37886	-8.30105	0.65165
35.2546	5.37964	-8.30009	0.65423
35.2646	5.3804	-8.29915	0.656797
35.2746	5.38116	-8.29821	0.659351
35.2846	5.3819	-8.29728	0.661892
35.2946	5.38263	-8.29636	0.664419
