time (sec)	X tilt (m/s^2)	Y tilt (m/s^2)	Z tilt (m/s^2)
163.991	5.36075	-7.35578	0.114364
164.001	5.37012	-7.35094	0.119853
164.011	5.37949	-7.3461	0.125272
164.021	5.38887	-7.34124	0.130619
164.031	5.39825	-7.33638	0.135895
164.041	5.40765	-7.33151	0.141098
164.051	5.41705	-7.32663	0.146229
164.061	5.42645	-7.32175	0.151286
164.071	5.43587	-7.31686	0.15627
164.081	5.44528	-7.31195	0.161181
164.091	5.45471	-7.30704	0.166016
164.101	5.46413	-7.30212	0.170778
164.111	5.47357	-7.29719	0.175464
164.121	5.483	-7.29225	0.180075
164.131	5.49245	-7.28729	0.184612
164.141	5.50189	-7.28233	0.189072
164.151	5.51134	-7.27736	0.193457
164.161	5.5208	-7.27238	0.197766
164.171	5.53025	-7.26739	0.201998
164.181	5.53971	-7.26238	0.206153
164.191	5.54917	-7.25737	0.210231
164.201	5.55864	-7.25234	0.214232
164.211	5.5681	-7.24731	0.218156
164.221	5.57757	-7.24226	0.222002
164.231	5.58704	-7.2372	0.225771
164.241	5.59651	-7.23213	0.229463
164.251	5.60599	-7.22705	0.233076
164.261	5.61546	-7.22196	0.236612
164.271	5.62493	-7.21685	0.24007
164.281	5.6344	-7.21174	0.243452
164.291	5.64388	-7.20661	0.246755
164.301	5.65335	-7.20147	0.24998
164.311	5.66283	-7.19632	0.253127
164.321	5.6723	-7.19116	0.256197
164.331	5.68178	-7.18599	0.259189
164.341	5.69125	-7.1808	0.262104
164.351	5.70073	-7.17561	0.264942
164.361	5.7102	-7.1704	0.267704
164.371	5.71967	-7.16519	0.270389
164.381	5.72914	-7.15996	0.272994
164.391	5.7386	-7.15471	0.275519
164.401	5.74807	-7.14946	0.27797
164.411	5.75753	-7.1442	0.280346
164.421	5.76699	-7.13893	0.282646
164.431	5.77645	-7.13365	0.284871
164.441	5.78591	-7.12836	0.287023
164.451	5.79537	-7.12307	0.289101
164.461	5.80482	-7.11776	0.291094
164.471	5.81426	-7.11244	0.293009
164.481	5.8237	-7.10712	0.294855
164.491	5.83314	-7.10178	0.296634
164.501	5.84257	-7.09644	0.298343
164.511	5.852	-7.09109	0.299983
164.521	5.86143	-7.08574	0.301545
164.531	5.87085	-7.08037	0.303033
164.541	5.88027	-7.07501	0.304452
164.551	5.88968	-7.06964	0.305799
164.561	5.89909	-7.06426	0.307077
164.571	5.90849	-7.05888	0.308286
164.581	5.91789	-7.05349	0.309425
164.591	5.92728	-7.0481	0.310493
164.601	5.93666	-7.04271	0.311493
164.611	5.94604	-7.03732	0.312426
164.621	5.95541	-7.03193	0.313291
164.631	5.96477	-7.02654	0.31409
164.641	5.97412	-7.02115	0.314825
164.651	5.98346	-7.01576	0.315499
164.661	5.9928	-7.01036	0.316113
164.671	6.00213	-7.00497	0.316665
164.681	6.01145	-6.99959	0.317152
164.691	6.02075	-6.9942	0.317578
164.701	6.03005	-6.98883	0.317943
164.711	6.03934	-6.98345	0.318248
164.721	6.04861	-6.97809	0.318493
164.731	6.05787	-6.97273	0.31868
164.741	6.06712	-6.96738	0.31881
164.751	6.07636	-6.96204	0.318886
164.761	6.08558	-6.95671	0.318906
164.771	6.09478	-6.95139	0.318872
164.781	6.10397	-6.94609	0.318785
164.791	6.11315	-6.94079	0.318645
164.801	6.12231	-6.93551	0.318454
164.811	6.13145	-6.93024	0.318212
164.821	6.14058	-6.92499	0.317921
164.831	6.14968	-6.91976	0.31758
164.841	6.15877	-6.91454	0.317191
164.851	6.16784	-6.90933	0.316756
164.861	6.17689	-6.90415	0.316276
164.871	6.18591	-6.89899	0.31575
164.881	6.19492	-6.89385	0.31518
164.891	6.2039	-6.88873	0.314567
164.901	6.21286	-6.88363	0.313912
164.911	6.2218	-6.87856	0.313215
164.921	6.23071	-6.87351	0.312478
164.931	6.23959	-6.86849	0.311703
164.941	6.24845	-6.8635	0.310889
164.951	6.25727	-6.85853	0.310039
164.961	6.26607	-6.85359	0.309153
164.971	6.27485	-6.84868	0.308231
164.981	6.28359	-6.8438	0.307275
164.991	6.2923	-6.83896	0.306286
165.001	6.30097	-6.83414	0.305264
165.011	6.30962	-6.82936	0.304211
165.021	6.31823	-6.82461	0.303127
165.031	6.3268	-6.8199	0.302013
165.041	6.33534	-6.81522	0.300871
165.051	6.34384	-6.81059	0.299702
165.061	6.35231	-6.80598	0.298506
165.071	6.36073	-6.80142	0.297283
165.081	6.36912	-6.7969	0.296036
165.091	6.37747	-6.79241	0.294764
165.101	6.38577	-6.78797	0.293469
165.111	6.39403	-6.78357	0.292152
165.121	6.40225	-6.77921	0.290813
165.131	6.41043	-6.7749	0.289454
165.141	6.41855	-6.77063	0.288075
165.151	6.42664	-6.7664	0.286677
165.161	6.43467	-6.76222	0.285261
165.171	6.44266	-6.75809	0.283827
165.181	6.4506	-6.75401	0.282377
165.191	6.45849	-6.74997	0.280912
165.201	6.46633	-6.74598	0.279432
165.211	6.47411	-6.74204	0.277937
165.221	6.48185	-6.73815	0.276429
165.231	6.48953	-6.73431	0.274909
165.241	6.49715	-6.73052	0.273376
165.251	6.50473	-6.72678	0.271833
165.261	6.51224	-6.72309	0.270279
165.271	6.5197	-6.71946	0.268716
165.281	6.5271	-6.71588	0.267145
165.291	6.53444	-6.71236	0.265565
165.301	6.54172	-6.70889	0.263978
165.311	6.54894	-6.70547	0.262383
165.321	6.55611	-6.70211	0.260783
165.331	6.56321	-6.6988	0.259177
165.341	6.57024	-6.69555	0.257567
165.351	6.57722	-6.69236	0.255953
165.361	6.58413	-6.68923	0.254335
165.371	6.59098	-6.68615	0.252715
165.381	6.59776	-6.68313	0.251093
165.391	6.60447	-6.68017	0.24947
165.401	6.61112	-6.67727	0.247845
165.411	6.6177	-6.67443	0.246221
165.421	6.62421	-6.67164	0.244597
165.431	6.63066	-6.66892	0.242974
165.441	6.63704	-6.66626	0.241353
165.451	6.64334	-6.66365	0.239734
165.461	6.64958	-6.66111	0.238118
165.471	6.65575	-6.65863	0.236505
165.481	6.66184	-6.65621	0.234896
165.491	6.66787	-6.65385	0.233292
165.501	6.67382	-6.65156	0.231694
165.511	6.6797	-6.64932	0.2301
165.521	6.68551	-6.64715	0.228514
165.531	6.69124	-6.64504	0.226934
165.541	6.6969	-6.64299	0.225361
165.551	6.70249	-6.641	0.223797
165.561	6.708	-6.63908	0.22224
165.571	6.71344	-6.63722	0.220692
165.581	6.7188	-6.63543	0.219154
165.591	6.72408	-6.63369	0.217625
165.601	6.7293	-6.63202	0.216107
165.611	6.73443	-6.63042	0.214599
165.621	6.73949	-6.62888	0.213103
165.631	6.74447	-6.6274	0.211619
165.641	6.74938	-6.62599	0.210147
165.651	6.75421	-6.62464	0.208687
165.661	6.75896	-6.62335	0.20724
165.671	6.76364	-6.62213	0.205807
165.681	6.76824	-6.62097	0.204388
165.691	6.77276	-6.61988	0.202983
165.701	6.7772	-6.61885	0.201592
165.711	6.78157	-6.61788	0.200217
165.721	6.78586	-6.61698	0.198858
165.731	6.79007	-6.61614	0.197514
165.741	6.7942	-6.61537	0.196187
165.751	6.79825	-6.61467	0.194877
165.761	6.80223	-6.61403	0.193583
165.771	6.80613	-6.61345	0.192307
165.781	6.80995	-6.61294	0.191048
165.791	6.8137	-6.61249	0.189808
165.801	6.81736	-6.6121	0.188586
165.811	6.82095	-6.61178	0.187384
165.821	6.82446	-6.61153	0.1862
165.831	6.8279	-6.61134	0.185036
165.841	6.83125	-6.61121	0.183891
165.851	6.83453	-6.61115	0.182764
165.861	6.83774	-6.61115	0.181656
165.871	6.84086	-6.61121	0.180568
165.881	6.84391	-6.61134	0.179497
165.891	6.84688	-6.61153	0.17846
165.901	6.84977	-6.61178	0.177442
165.911	6.85258	-6.6121	0.176443
165.921	6.85532	-6.61249	0.175461
165.931	6.85798	-6.61294	0.174502
165.941	6.86057	-6.61345	0.173563
165.951	6.86308	-6.61403	0.172646
165.961	6.86551	-6.61466	0.171751
165.971	6.86787	-6.61537	0.170876
165.981	6.87015	-6.61613	0.170024
165.991	6.87236	-6.61696	0.169194
166.001	6.87449	-6.61785	0.168388
166.011	6.87654	-6.6188	0.167604
166.021	6.87852	-6.61982	0.166843
166.031	6.88043	-6.6209	0.166104
166.041	6.88226	-6.62204	0.165388
166.051	6.88401	-6.62325	0.164694
166.061	6.8857	-6.62451	0.164023
166.071	6.88731	-6.62584	0.163375
166.081	6.88884	-6.62724	0.162749
166.091	6.8903	-6.62869	0.162147
166.101	6.89169	-6.6302	0.161567
166.111	6.893	-6.63178	0.161008
166.121	6.89424	-6.63342	0.160473
166.131	6.89541	-6.63512	0.159959
166.141	6.89651	-6.63688	0.159468
166.151	6.89753	-6.6387	0.158999
166.161	6.89848	-6.64059	0.158551
166.171	6.89936	-6.64253	0.158126
166.181	6.90017	-6.64453	0.157722
166.191	6.9009	-6.6466	0.15734
166.202	6.90156	-6.64873	0.15698
166.212	6.90215	-6.65091	0.15664
166.222	6.90268	-6.65316	0.156322
166.232	6.90313	-6.65547	0.156026
166.242	6.90351	-6.65784	0.15575
166.252	6.90381	-6.66026	0.155494
166.262	6.90405	-6.66275	0.155259
166.272	6.90422	-6.6653	0.155045
166.282	6.90432	-6.6679	0.15485
166.292	6.90435	-6.67057	0.154675
166.302	6.90431	-6.67329	0.154519
166.312	6.9042	-6.67608	0.154382
166.322	6.90402	-6.67892	0.154265
166.332	6.90377	-6.68182	0.154166
166.342	6.90345	-6.68478	0.154086
166.352	6.90306	-6.6878	0.154023
166.362	6.90261	-6.69088	0.153978
166.372	6.90208	-6.69402	0.153951
166.382	6.90149	-6.69721	0.153941
166.392	6.90083	-6.70047	0.153947
166.402	6.90011	-6.70378	0.153971
166.412	6.89931	-6.70714	0.154011
166.422	6.89845	-6.71057	0.154067
166.432	6.89752	-6.71406	0.154139
166.442	6.89652	-6.7176	0.154227
166.452	6.89546	-6.7212	0.15433
166.462	6.89432	-6.72485	0.154447
166.472	6.89313	-6.72857	0.154579
166.482	6.89186	-6.73234	0.154726
166.492	6.89053	-6.73616	0.154886
166.502	6.88914	-6.74005	0.15506
166.512	6.88767	-6.74399	0.155247
166.522	6.88615	-6.74799	0.155447
166.532	6.88455	-6.75204	0.15566
166.542	6.88289	-6.75615	0.155886
166.552	6.88117	-6.76032	0.156123
166.562	6.87938	-6.76454	0.156373
166.572	6.87753	-6.76882	0.156635
166.582	6.87561	-6.77315	0.156909
166.592	6.87363	-6.77754	0.157196
166.602	6.87158	-6.78198	0.157489
166.612	6.86947	-6.78648	0.157791
166.622	6.8673	-6.79104	0.158103
166.632	6.86506	-6.79565	0.158425
166.642	6.86276	-6.80032	0.158758
166.652	6.8604	-6.80504	0.159099
166.662	6.85798	-6.80981	0.159451
166.672	6.85549	-6.81464	0.159801
166.682	6.85295	-6.81953	0.160168
166.692	6.85034	-6.82446	0.160544
166.702	6.84767	-6.82945	0.160932
166.712	6.84494	-6.8345	0.16133
166.722	6.84215	-6.8396	0.161736
166.732	6.83929	-6.84475	0.162149
166.742	6.83638	-6.84996	0.162567
166.752	6.83341	-6.85522	0.162992
166.762	6.83038	-6.86054	0.163424
166.772	6.82729	-6.86591	0.163862
166.782	6.82414	-6.87133	0.164307
166.792	6.82093	-6.8768	0.164759
166.802	6.81767	-6.88232	0.165216
166.812	6.81435	-6.8879	0.16568
166.822	6.81097	-6.89353	0.166149
166.832	6.80754	-6.89921	0.166625
166.842	6.80405	-6.90494	0.167106
166.852	6.8005	-6.91073	0.167592
166.862	6.7969	-6.91656	0.168084
166.872	6.79325	-6.92245	0.168582
166.882	6.78954	-6.92839	0.169084
166.892	6.78578	-6.93437	0.169591
166.902	6.78197	-6.94041	0.170104
166.912	6.7781	-6.9465	0.170622
166.922	6.77419	-6.95263	0.171146
166.932	6.77022	-6.95882	0.171674
166.942	6.7662	-6.96505	0.172207
166.952	6.76214	-6.97134	0.172745
166.962	6.75802	-6.97767	0.173288
166.972	6.75385	-6.98405	0.173836
166.982	6.74964	-6.99048	0.174388
166.992	6.74538	-6.99695	0.174945
167.002	6.74107	-7.00348	0.175507
167.012	6.73671	-7.01005	0.176074
167.022	6.73232	-7.01666	0.176645
167.032	6.72787	-7.02333	0.17722
167.042	6.72338	-7.03004	0.177799
167.052	6.71885	-7.03679	0.178382
167.062	6.71428	-7.04359	0.17897
167.072	6.70966	-7.05043	0.179561
167.082	6.705	-7.05732	0.180156
167.092	6.7003	-7.06426	0.180755
167.102	6.69556	-7.07123	0.181358
167.112	6.69078	-7.07825	0.181964
167.122	6.68597	-7.08531	0.182575
167.132	6.68112	-7.09242	0.18319
167.142	6.67622	-7.09956	0.183808
167.152	6.6713	-7.10675	0.184431
167.162	6.66633	-7.11397	0.185056
167.172	6.66134	-7.12124	0.185685
167.182	6.65631	-7.12855	0.186317
167.192	6.65124	-7.13589	0.186952
167.202	6.64615	-7.14328	0.18759
167.212	6.64102	-7.1507	0.188231
167.222	6.63586	-7.15817	0.188876
167.232	6.63067	-7.16566	0.189525
167.242	6.62545	-7.1732	0.190174
167.252	6.62021	-7.18077	0.190828
167.262	6.61493	-7.18837	0.191482
167.272	6.60963	-7.196	0.192135
167.282	6.60431	-7.20367	0.192792
167.292	6.59896	-7.21138	0.193453
167.302	6.59359	-7.21912	0.194117
167.312	6.58819	-7.22689	0.194781
167.322	6.58277	-7.2347	0.195448
167.332	6.57733	-7.24253	0.196117
167.342	6.57186	-7.25039	0.196787
167.352	6.56638	-7.25829	0.197455
167.362	6.56087	-7.26621	0.198124
167.372	6.55535	-7.27416	0.198795
167.382	6.54981	-7.28213	0.199466
167.392	6.54425	-7.29013	0.200137
167.402	6.53867	-7.29816	0.200807
167.412	6.53308	-7.30621	0.201475
167.422	6.52748	-7.31428	0.202143
167.432	6.52186	-7.32238	0.202808
167.442	6.51624	-7.3305	0.203473
167.452	6.51059	-7.33864	0.204135
167.462	6.50494	-7.3468	0.204795
167.472	6.49928	-7.35498	0.205452
167.482	6.49361	-7.36317	0.206108
167.492	6.48793	-7.37139	0.20676
167.502	6.48224	-7.37962	0.207409
167.512	6.47655	-7.38786	0.208055
167.522	6.47085	-7.39612	0.208697
167.532	6.46514	-7.40439	0.209334
167.542	6.45943	-7.41267	0.209967
167.552	6.45372	-7.42097	0.210595
167.562	6.448	-7.42927	0.211217
167.572	6.44229	-7.43758	0.211834
167.582	6.43657	-7.4459	0.212445
167.592	6.43085	-7.45423	0.213049
167.602	6.42513	-7.46256	0.213646
167.612	6.41941	-7.47089	0.214237
167.622	6.4137	-7.47923	0.214819
167.632	6.40799	-7.48757	0.215393
167.642	6.40228	-7.49591	0.215959
167.652	6.39658	-7.50424	0.216515
167.662	6.39088	-7.51258	0.217062
167.672	6.3852	-7.52091	0.2176
167.682	6.37951	-7.52924	0.218128
167.692	6.37384	-7.53756	0.218645
167.702	6.36817	-7.54587	0.219152
167.712	6.36252	-7.55418	0.219647
167.722	6.35687	-7.56247	0.220132
167.732	6.35124	-7.57076	0.220604
167.742	6.34562	-7.57903	0.221064
167.752	6.34001	-7.58729	0.221511
167.762	6.33441	-7.59553	0.221945
167.772	6.32883	-7.60375	0.222365
167.782	6.32327	-7.61196	0.222771
167.792	6.31772	-7.62014	0.223163
167.802	6.31219	-7.62831	0.22354
167.812	6.30667	-7.63645	0.223903
167.822	6.30118	-7.64457	0.224249
167.832	6.2957	-7.65267	0.224581
167.842	6.29024	-7.66074	0.224896
167.852	6.28481	-7.66878	0.225194
167.862	6.27939	-7.67679	0.225476
167.872	6.274	-7.68477	0.22574
167.882	6.26863	-7.69271	0.225987
167.892	6.26328	-7.70063	0.226216
167.902	6.25796	-7.7085	0.226427
167.912	6.25266	-7.71635	0.226619
167.922	6.24739	-7.72415	0.226792
167.932	6.24215	-7.73192	0.226946
167.942	6.23693	-7.73964	0.227081
167.952	6.23174	-7.74733	0.227196
167.962	6.22658	-7.75497	0.22729
167.972	6.22145	-7.76257	0.227365
167.982	6.21634	-7.77012	0.227419
167.992	6.21127	-7.77762	0.227451
168.002	6.20623	-7.78507	0.227463
168.012	6.20122	-7.79248	0.227458
168.022	6.19624	-7.79983	0.227432
168.032	6.19129	-7.80713	0.227375
168.042	6.18638	-7.81438	0.227293
168.052	6.18149	-7.82157	0.22719
168.062	6.17665	-7.82871	0.227059
168.072	6.17184	-7.8358	0.226898
168.082	6.16708	-7.84282	0.226737
168.092	6.16235	-7.84979	0.226553
168.102	6.15764	-7.85669	0.226342
168.112	6.15298	-7.86354	0.226101
168.122	6.14835	-7.87032	0.225839
168.132	6.14376	-7.87704	0.225551
168.142	6.13921	-7.8837	0.225237
168.152	6.1347	-7.89029	0.224897
168.162	6.13022	-7.89682	0.224532
168.172	6.12579	-7.90328	0.224142
168.182	6.12139	-7.90967	0.223727
168.192	6.11703	-7.91599	0.223287
168.202	6.11271	-7.92224	0.222821
168.212	6.10844	-7.92843	0.222328
168.222	6.10421	-7.93454	0.221807
168.232	6.10001	-7.94059	0.221261
168.242	6.09586	-7.94656	0.220687
168.252	6.09175	-7.95246	0.220085
168.262	6.08768	-7.95829	0.219455
168.272	6.08366	-7.96404	0.218797
168.282	6.07967	-7.96972	0.218111
168.292	6.07573	-7.97532	0.217396
168.302	6.07184	-7.98085	0.216654
168.312	6.06798	-7.98631	0.215883
168.322	6.06417	-7.99169	0.215085
168.332	6.0604	-7.99699	0.214258
168.342	6.05668	-8.00222	0.213402
168.352	6.053	-8.00737	0.212518
168.362	6.04936	-8.01244	0.211604
168.372	6.04576	-8.01743	0.21066
168.382	6.04221	-8.02235	0.209688
168.392	6.0387	-8.02719	0.208688
168.402	6.03524	-8.03196	0.207656
168.412	6.03181	-8.03664	0.206595
168.422	6.02844	-8.04125	0.205503
168.432	6.0251	-8.04578	0.20438
168.442	6.02181	-8.05023	0.203227
168.452	6.01856	-8.05461	0.202042
168.462	6.01536	-8.05891	0.200827
168.472	6.01219	-8.06313	0.199579
168.482	6.00907	-8.06727	0.198297
168.492	6.006	-8.07134	0.19698
168.502	6.00296	-8.07532	0.195633
168.512	5.99997	-8.07923	0.194262
168.522	5.99702	-8.08305	0.192863
168.532	5.99412	-8.0868	0.191431
168.542	5.99126	-8.09047	0.189968
168.552	5.98844	-8.09407	0.188468
168.562	5.98566	-8.09759	0.186941
168.572	5.98293	-8.10103	0.185378
168.582	5.98023	-8.10441	0.183783
168.592	5.97758	-8.10771	0.182153
168.602	5.97497	-8.11093	0.180491
168.612	5.97241	-8.11408	0.178789
168.622	5.96988	-8.11716	0.177064
168.632	5.96739	-8.12016	0.175318
168.642	5.96494	-8.12308	0.17353
168.652	5.96253	-8.12592	0.171701
168.662	5.96015	-8.12869	0.16984
168.672	5.95781	-8.1314	0.167948
168.682	5.95552	-8.13403	0.166024
168.692	5.95327	-8.1366	0.164069
168.702	5.95106	-8.13909	0.162079
168.712	5.94888	-8.14151	0.160058
168.722	5.94675	-8.14387	0.158003
168.732	5.94465	-8.14616	0.155916
168.742	5.94259	-8.14837	0.153797
168.752	5.94057	-8.15052	0.151646
168.762	5.93858	-8.1526	0.149463
168.772	5.93663	-8.15461	0.147247
168.782	5.93472	-8.15656	0.144998
168.792	5.93284	-8.15844	0.142716
168.802	5.931	-8.16025	0.140401
168.812	5.9292	-8.162	0.138054
168.822	5.92744	-8.16369	0.135675
168.832	5.9257	-8.16531	0.133263
168.842	5.92401	-8.16687	0.130819
168.852	5.92235	-8.16836	0.128344
168.862	5.92072	-8.1698	0.125838
168.872	5.91913	-8.17117	0.123301
168.882	5.91758	-8.17248	0.120732
168.892	5.91605	-8.17373	0.118133
168.902	5.91457	-8.17493	0.115502
168.912	5.91312	-8.17606	0.112842
168.922	5.9117	-8.17714	0.11015
168.932	5.91031	-8.17815	0.107428
168.942	5.90896	-8.17911	0.104676
168.952	5.90764	-8.18002	0.101895
168.962	5.90636	-8.18086	0.0990838
168.972	5.90511	-8.18165	0.0962433
168.982	5.90389	-8.18239	0.0933734
168.992	5.9027	-8.18307	0.0904746
169.002	5.90155	-8.1837	0.0875471
169.012	5.90043	-8.18427	0.084591
169.022	5.89934	-8.1848	0.0816058
169.032	5.89828	-8.18526	0.0785935
169.042	5.89726	-8.18568	0.0755542
169.052	5.89626	-8.18605	0.0724864
169.062	5.89529	-8.18637	0.0693882
169.072	5.89436	-8.18663	0.0662537
169.082	5.89346	-8.18685	0.0630966
169.092	5.8926	-8.18701	0.0599256
169.102	5.89177	-8.18713	0.0567396
169.112	5.89097	-8.1872	0.0535152
169.122	5.8902	-8.18722	0.0502633
169.132	5.88945	-8.18719	0.0469864
169.142	5.88874	-8.18712	0.0436856
169.152	5.88807	-8.187	0.0403599
169.162	5.88742	-8.18683	0.0370076
169.172	5.8868	-8.18662	0.0336332
169.182	5.88622	-8.18636	0.0302348
169.192	5.88567	-8.18606	0.0268125
169.202	5.88515	-8.18571	0.0233648
169.212	5.88466	-8.18533	0.0198916
169.222	5.8842	-8.18489	0.0163915
169.232	5.88377	-8.18442	0.0128737
169.242	5.88337	-8.1839	0.00933643
169.252	5.883	-8.18334	0.00577639
169.262	5.88267	-8.18273	0.00219058
169.272	5.88236	-8.18208	-0.00141854
169.282	5.88209	-8.1814	-0.00504876
169.292	5.88184	-8.18067	-0.00870458
169.302	5.88163	-8.1799	-0.0123785
169.312	5.88145	-8.17909	-0.0160762
169.322	5.88129	-8.17824	-0.0197947
169.332	5.88117	-8.17736	-0.0235343
169.342	5.88108	-8.17643	-0.0272948
169.352	5.88102	-8.17546	-0.0310767
169.362	5.88099	-8.17446	-0.0348793
169.372	5.88099	-8.17341	-0.0387038
169.382	5.88102	-8.17233	-0.0425476
169.392	5.88108	-8.17121	-0.0464108
169.402	5.88117	-8.17005	-0.0502961
169.412	5.88129	-8.16885	-0.054201
169.422	5.88145	-8.16762	-0.0581271
169.432	5.88163	-8.16635	-0.0620745
169.442	5.88184	-8.16504	-0.0660432
169.452	5.88208	-8.1637	-0.0700329
169.462	5.88235	-8.16232	-0.0740444
169.472	5.88265	-8.16091	-0.0780781
169.482	5.88299	-8.15947	-0.0821535
169.492	5.88335	-8.15797	-0.0862203
169.502	5.88374	-8.15644	-0.090301
169.512	5.88416	-8.15488	-0.0944166
169.522	5.8846	-8.15328	-0.0985463
169.532	5.88508	-8.15165	-0.102702
169.542	5.88559	-8.14998	-0.106877
169.552	5.88613	-8.14829	-0.111077
169.562	5.8867	-8.14655	-0.115301
169.572	5.88729	-8.14478	-0.119548
169.582	5.88791	-8.14297	-0.123816
169.592	5.88856	-8.14114	-0.128109
169.602	5.88924	-8.13926	-0.132428
169.612	5.88995	-8.13736	-0.136765
169.622	5.89068	-8.13542	-0.141127
169.632	5.89145	-8.13344	-0.145512
169.642	5.89224	-8.13143	-0.14992
169.652	5.89306	-8.12939	-0.154352
169.662	5.8939	-8.12731	-0.158808
169.672	5.89478	-8.1252	-0.163288
169.682	5.89568	-8.12306	-0.167794
169.692	5.89661	-8.12089	-0.172324
169.702	5.89756	-8.11868	-0.17688
169.712	5.89854	-8.11644	-0.18146
169.722	5.89955	-8.11416	-0.186068
169.732	5.90058	-8.11185	-0.190701
169.742	5.90164	-8.10951	-0.195362
169.752	5.90273	-8.10713	-0.200049
169.762	5.90384	-8.10472	-0.204763
169.772	5.90497	-8.10228	-0.209505
169.782	5.90614	-8.09981	-0.214274
169.792	5.90732	-8.09731	-0.219072
169.802	5.90853	-8.09477	-0.223899
169.812	5.90977	-8.0922	-0.228755
169.822	5.91102	-8.0896	-0.233641
169.832	5.9123	-8.08697	-0.238557
169.842	5.91361	-8.0843	-0.243504
169.852	5.91493	-8.0816	-0.248483
169.862	5.91628	-8.07887	-0.253492
169.872	5.91766	-8.07611	-0.258534
169.882	5.91905	-8.07332	-0.263607
169.892	5.92047	-8.0705	-0.268712
169.902	5.92191	-8.06764	-0.273848
169.912	5.92336	-8.06476	-0.279017
169.922	5.92484	-8.06184	-0.284219
169.932	5.92635	-8.05889	-0.289454
169.942	5.92787	-8.05591	-0.294724
169.952	5.92941	-8.0529	-0.300028
169.962	5.93097	-8.04986	-0.305366
169.972	5.93256	-8.04678	-0.310739
169.982	5.93416	-8.04368	-0.316147
169.992	5.93578	-8.04054	-0.321591
170.002	5.93742	-8.03738	-0.327071
170.012	5.93908	-8.03419	-0.332586
170.022	5.94075	-8.03096	-0.338138
170.032	5.94245	-8.02771	-0.343726
170.042	5.94416	-8.02442	-0.34935
170.052	5.94589	-8.02111	-0.355012
170.062	5.94764	-8.01776	-0.36071
170.072	5.94941	-8.01439	-0.366453
170.082	5.95119	-8.01098	-0.372227
170.092	5.95299	-8.00755	-0.378031
170.102	5.9548	-8.00409	-0.383893
170.112	5.95663	-8.0006	-0.389793
170.122	5.95848	-7.99708	-0.395722
170.132	5.96034	-7.99353	-0.401681
170.142	5.96222	-7.98995	-0.407676
170.152	5.96411	-7.98634	-0.413709
170.162	5.96602	-7.98271	-0.419785
170.172	5.96794	-7.97905	-0.425902
170.182	5.96988	-7.97535	-0.432058
170.192	5.97183	-7.97163	-0.438257
170.202	5.97379	-7.96789	-0.444497
170.212	5.97577	-7.96411	-0.450777
170.222	5.97776	-7.96031	-0.457098
170.232	5.97976	-7.95649	-0.463457
170.242	5.98178	-7.95263	-0.469855
170.252	5.98381	-7.94875	-0.476292
170.262	5.98586	-7.94485	-0.482768
170.272	5.98791	-7.94091	-0.489284
170.282	5.98998	-7.93695	-0.49584
170.292	5.99206	-7.93297	-0.502436
170.302	5.99415	-7.92896	-0.509073
170.312	5.99625	-7.92492	-0.515749
170.322	5.99836	-7.92086	-0.522465
170.332	6.00049	-7.91677	-0.529218
170.342	6.00262	-7.91266	-0.536012
170.352	6.00477	-7.90853	-0.542843
170.362	6.00693	-7.90436	-0.549712
170.372	6.00909	-7.90018	-0.556621
170.382	6.01127	-7.89597	-0.563568
170.392	6.01346	-7.89174	-0.570555
170.402	6.01566	-7.88749	-0.57758
170.412	6.01786	-7.88321	-0.584644
170.422	6.02008	-7.87891	-0.591748
170.432	6.0223	-7.87458	-0.59889
170.442	6.02453	-7.87024	-0.606071
170.452	6.02677	-7.86587	-0.613288
170.462	6.02902	-7.86148	-0.62054
170.472	6.03128	-7.85707	-0.627832
170.482	6.03354	-7.85264	-0.63516
170.492	6.03582	-7.84819	-0.642527
170.502	6.0381	-7.84371	-0.649932
170.512	6.04039	-7.83921	-0.657374
170.522	6.04268	-7.83469	-0.664855
170.532	6.04498	-7.83015	-0.672371
170.542	6.04728	-7.82559	-0.679925
170.552	6.04959	-7.82102	-0.687515
170.562	6.05191	-7.81642	-0.695142
170.572	6.05424	-7.81181	-0.702803
170.582	6.05656	-7.80717	-0.710497
170.592	6.05889	-7.80252	-0.718231
170.602	6.06123	-7.79785	-0.726001
170.612	6.06356	-7.79317	-0.733807
170.622	6.06591	-7.78846	-0.74165
170.632	6.06825	-7.78374	-0.749529
170.642	6.0706	-7.779	-0.757443
170.652	6.07295	-7.77425	-0.765392
170.662	6.07531	-7.76948	-0.773379
170.672	6.07766	-7.76469	-0.781398
170.682	6.08002	-7.75988	-0.789451
170.692	6.08238	-7.75506	-0.797539
170.702	6.08474	-7.75023	-0.805664
170.712	6.0871	-7.74538	-0.813825
170.722	6.08946	-7.74051	-0.82202
170.732	6.09182	-7.73563	-0.83025
170.742	6.09417	-7.73074	-0.838515
170.752	6.09653	-7.72583	-0.846815
170.762	6.09888	-7.72091	-0.855149
170.772	6.10123	-7.71598	-0.863519
170.782	6.10357	-7.71103	-0.871922
170.792	6.10592	-7.70607	-0.880361
170.802	6.10826	-7.7011	-0.888836
170.812	6.11059	-7.69612	-0.897347
170.822	6.11292	-7.69113	-0.905892
170.832	6.11524	-7.68612	-0.914473
170.842	6.11756	-7.6811	-0.923089
170.852	6.11987	-7.67607	-0.93174
